AuthorID,Author,Date,Content,Attachments,Reactions
"806511637892038717","vamatis","2022-03-04T14:35:27.9810000+01:00","I miss that spirit haha!","",""
"242480744658632714","guardians_projects","2022-03-04T14:35:59.4690000+01:00","","https://cdn.discordapp.com/attachments/949124076142751777/949299170664144896/unknown.png?ex=6659d23f&is=665880bf&hm=1911c5ac43b6440b1ca77ee567098bc66ae09dd12d41f6fb84c47ae89f136a1e&",""
"242480744658632714","guardians_projects","2022-03-04T14:36:02.2150000+01:00","Is this a good deal?","",""
"242480744658632714","guardians_projects","2022-03-04T14:36:14.9820000+01:00","Also wanting to confirm the pinout before I order more 328p's","",""
"806511637892038717","vamatis","2022-03-04T14:36:31.1600000+01:00","Considering the prices nowadays, if these are real ones yeah it's ok","",""
"242480744658632714","guardians_projects","2022-03-04T14:36:51.3970000+01:00","They do look real, checking on the source pages too","",""
"242480744658632714","guardians_projects","2022-03-04T14:39:52.1680000+01:00","They normally go for 2.20$ea but 5$ seems fair","",""
"806511637892038717","vamatis","2022-03-04T14:40:42.5860000+01:00","Yeah well nowadays prices suck haha","",""
"806511637892038717","vamatis","2022-03-04T14:41:10.6470000+01:00","I've been spending most of the past week redoing pcb's entirely just because the main components aren't available at the moment","",""
"242480744658632714","guardians_projects","2022-03-04T14:48:50.3870000+01:00","Instead of being barbaric and murdering these Arduino uno's I think I'll spare them for now and buy the 328p's I paid 5.39USD each for them","",""
"242480744658632714","guardians_projects","2022-03-04T14:49:13.4130000+01:00","If you want 4-5 and are willing to pay cheap 4$ shipping, I can mail from Canada","",""
"806511637892038717","vamatis","2022-03-04T14:50:21.2240000+01:00","Yeah sure!
 If you want I can trade you a board with everything on it except the 328 against one or 2 of them haha 🙂
This way we both get our boards full haha

I should have them by the end of the coming week","",""
"242480744658632714","guardians_projects","2022-03-04T14:51:23.6870000+01:00","Anyone have a link to the 0.91"" LCD?","",""
"242480744658632714","guardians_projects","2022-03-04T14:51:47.4790000+01:00","This would actually be epic","",""
"242480744658632714","guardians_projects","2022-03-04T14:52:07.7440000+01:00","Do you have a local store to you that sells 328s?","",""
"242480744658632714","guardians_projects","2022-03-04T14:52:22.6720000+01:00","I sure don't. I think 30$ shipping from the US Source is fastest","",""
"806511637892038717","vamatis","2022-03-04T14:52:31.2490000+01:00","nope... everything i found local is out","",""
"242480744658632714","guardians_projects","2022-03-04T14:53:21.6380000+01:00","Sometimes AdaFruit gets a huge backorder in, but not today it seems","",""
"242480744658632714","guardians_projects","2022-03-04T14:53:33.5490000+01:00","Huge Demand","",""
"853741741617053726","leo_u.","2022-03-04T15:42:16.2000000+01:00","Joined the server.","",""
"949318834811187200","aeonlabs6385","2022-03-04T15:55:05.3310000+01:00","Joined the server.","",""
"242480744658632714","guardians_projects","2022-03-04T15:56:58.8080000+01:00","We all should have a competition on who can make the best finished pcb","",""
"242480744658632714","guardians_projects","2022-03-04T15:58:43.9230000+01:00","Masterclass in simple design","https://cdn.discordapp.com/attachments/949124076142751777/949319992992747530/unknown.png?ex=6659e5a3&is=66589423&hm=ff3cad59b1390fa39d00d5304c9242264b8886dbcb498b25486df3f3ef9ba0a8&",""
"717172531248889867","johboh","2022-03-04T16:55:40.5410000+01:00","Joined the server.","",""
"361578580880130051","panther391","2022-03-04T17:05:54.0830000+01:00","Joined the server.","",""
"242480744658632714","guardians_projects","2022-03-04T17:06:06.2880000+01:00","Welcome!","",""
"242480744658632714","guardians_projects","2022-03-04T17:06:12.8340000+01:00","@chrshlsll Can I help with mod?","",""
"774370941207707680","chrshlsll1812","2022-03-04T17:51:15.7570000+01:00","Hi, you're better off keeping to 1oz. 2oz will reduce the resistance by quite a bit and throw out the MOSFET PWM values. Good luck!","",""
"774370941207707680","chrshlsll1812","2022-03-04T18:20:23.0750000+01:00","Seems like we're all having trouble getting hold of ATmega328p microcontrollers.
I have added a new board version to the github, Ver3.0, that is based on the ATmega4809 microcontroller which is a little more available at the moment. 
I'd advise having a look at that if you are burning to build one right now.
I've not finished the code for this version as I have yet to have a board to test on, but when they arrive (late March) I'll post the updated code.","","👍 (2)"
"806511637892038717","vamatis","2022-03-04T18:39:19.1350000+01:00","Already ordered the 328p version so that's what I'll be building haha but yeah they are hard to get hold of","",""
"242480744658632714","guardians_projects","2022-03-04T19:25:22.0360000+01:00","Just ordered some to Canada myself","","👍 (1)"
"242480744658632714","guardians_projects","2022-03-04T19:25:34.9730000+01:00","I’ll have spares when they arrive","",""
"456226577798135808","Deleted User","2022-03-04T20:13:22.4890000+01:00","Joined the server.","",""
"242480744658632714","guardians_projects","2022-03-04T20:46:01.4790000+01:00","Can you setup a #faq page? @chrshlsll","",""
"242480744658632714","guardians_projects","2022-03-04T20:47:40.2140000+01:00","Can’t wait until I’m at this step","https://cdn.discordapp.com/attachments/949124076142751777/949392706604499014/IMG_3993.png?ex=6659809c&is=66582f1c&hm=0d78595677e621cf88c804822aa7c2caa82a1683c5abd2eafa5808e2a5b8a85f&",""
"774370941207707680","chrshlsll1812","2022-03-04T20:51:20.4880000+01:00","Done 🙂","",""
"698542634309910629","lvisintini","2022-03-04T23:47:55.0800000+01:00","Joined the server.","",""
"698542634309910629","lvisintini","2022-03-04T23:50:30.2180000+01:00","","",""
"698542634309910629","lvisintini","2022-03-05T00:10:48.5950000+01:00","hi @chrshlsll Thanks for the work going into this project!
What would you estimate is the $ cost of the material for this DYI project? (assuming no shortage of ATmega328p...)","",""
"242480744658632714","guardians_projects","2022-03-05T00:22:49.7720000+01:00","328p’s are standard 2.20$USD each. I had to pay 5.40$ for mine each","",""
"242480744658632714","guardians_projects","2022-03-05T00:22:55.4570000+01:00","Shortages suck","",""
"242480744658632714","guardians_projects","2022-03-05T00:23:29.4720000+01:00","I assume the whole board to be fairly expensive with chip costs","",""
"242480744658632714","guardians_projects","2022-03-05T00:23:37.9310000+01:00","But also semi affordable","",""
"242480744658632714","guardians_projects","2022-03-05T00:24:29.7210000+01:00","I’m interested in the whole concept of heating PCBs to the point where I’m working on more prototypes","",""
"429205442111995915","timoose","2022-03-05T01:03:11.7530000+01:00","Joined the server.","",""
"429205442111995915","timoose","2022-03-05T01:04:52.2870000+01:00","","",""
"277097528716034050","merlin.shaw","2022-03-05T01:34:34.4880000+01:00","Joined the server.","",""
"277097528716034050","merlin.shaw","2022-03-05T01:35:58.3200000+01:00","Hello to all!!  I've done some fun things with this project,  I would love any feedback you have.  So far, I have 3 goals in mind,  Here is my fork of this project - https://github.com/ShawMerlin/Solder-Reflow-Plate","",""
"774370941207707680","chrshlsll1812","2022-03-05T01:46:16.7660000+01:00","Low volumes isn't great. Something like £/$20 a board, more if you have them pre-assembled. Though I'll have some available to buy before too long","","😀 (1)"
"774370941207707680","chrshlsll1812","2022-03-05T01:48:51.3150000+01:00","Looks good Merlin. Will be super interested to see how you do the USB-C power","",""
"277097528716034050","merlin.shaw","2022-03-05T01:50:23.4100000+01:00","I will be leaning heavily on the Sparks Power Delivery Board Project,  I have this board and it works great.  Will be fun to integrate it.  🙂 - https://www.sparkfun.com/products/15801","",""
"422348156865478668","tardisinsider","2022-03-05T02:12:01.3970000+01:00","Joined the server.","",""
"242480744658632714","guardians_projects","2022-03-05T03:59:33.8930000+01:00","A 100w USB C variant is super cool","",""
"277097528716034050","merlin.shaw","2022-03-05T04:00:53.2730000+01:00","They do have Power Only USB C that are help with Power Delivery at 100 watts.  We would lose data D+ and D-","https://cdn.discordapp.com/attachments/949124076142751777/949501729379069983/after-reflow.png?ex=6659e625&is=665894a5&hm=80fb4a49b9763a0078ef9d9532e2bc6aacce2cbcaf5ef77fa56efae4591c2142&",""
"242480744658632714","guardians_projects","2022-03-05T04:02:01.7290000+01:00","Aren’t we programming from the GPIO anyway?","",""
"242480744658632714","guardians_projects","2022-03-05T04:02:12.6460000+01:00","Power only should be fine","",""
"277097528716034050","merlin.shaw","2022-03-05T04:02:19.4360000+01:00","yeah, but having the USB to program would have been cool","",""
"549374637897678878","vko7608","2022-03-05T04:05:01.0830000+01:00","Joined the server.","",""
"422199152751935512","william.ham","2022-03-05T10:16:18.5350000+01:00","Joined the server.","",""
"806511637892038717","vamatis","2022-03-05T11:34:05.4610000+01:00","careful with that though, they use the ST4500USB chip if I remember, which is very hard to get these days","",""
"806511637892038717","vamatis","2022-03-05T11:34:29.8710000+01:00","@chrshlsll Maybe we could setup 2 channels, one regarding the sw dev and one the hw?","",""
"806511637892038717","vamatis","2022-03-05T11:35:09.9260000+01:00","honestly, you won't program it that often anyways so using an external programmer isn't such a big deal","",""
"240799639991746562","sunlucifer","2022-03-05T12:48:36.6600000+01:00","Joined the server.","",""
"781695060004700183","waterfox0799","2022-03-05T13:49:42.2540000+01:00","Joined the server.","",""
"300533181403365376","xhackx","2022-03-05T15:04:25.3600000+01:00","Joined the server.","",""
"277097528716034050","merlin.shaw","2022-03-05T15:12:22.5970000+01:00","I feel the IP2721 IC is the best/simplest option for USB C PD as it uses far less circuitry and doesn't have to be programmed, but they are not the most available and drive the cost up.  I wonder if it would be smart to just put the headers in so if people want to buy the easy to find ZY12PDN Boards that use this chip as a hat.  https://www.amazon.com/MELIFE-Type-C-Voltage-Trigger-Module/dp/B0953G14Q2","",""
"277097528716034050","merlin.shaw","2022-03-05T15:12:55.3780000+01:00","But for those that don't need or care about USB C PD, it keep costs of the overall project low.  Thoughts?","",""
"806511637892038717","vamatis","2022-03-05T15:31:53.3500000+01:00","Could also be a good option..I'm not really into cheap Chinese components because they tend to disappear haha but it would work. 

Programming could be done automatically by the firmware though","",""
"277097528716034050","merlin.shaw","2022-03-05T15:36:23.6410000+01:00","We could also just include a XT60 Connector on the PCB so people can build/Buy their own TS100 Flex-C-Friend.  - https://hackaday.io/project/172187-ts100-flex-c-friend","",""
"806511637892038717","vamatis","2022-03-05T15:37:30.3720000+01:00","Yes that would work too :)","",""
"277097528716034050","merlin.shaw","2022-03-05T15:38:40.2740000+01:00","Just trying to keep it simple, doing the programming of a STUSB4500 from the firmware would work, but it adds a lot of complexity and circuitry.  All for a feature that some people will never use or even want.","",""
"242480744658632714","guardians_projects","2022-03-05T15:44:12.4560000+01:00","I’m also willing to help with testing USBc prototypes :3","",""
"242480744658632714","guardians_projects","2022-03-05T15:44:44.1290000+01:00","I have a 25w Samsung USBc adapters and a 65w one and a 100w one too","",""
"242480744658632714","guardians_projects","2022-03-05T15:44:53.0340000+01:00","I could test them all and get baselines","",""
"242480744658632714","guardians_projects","2022-03-05T15:45:05.5400000+01:00","What is the total wattage on this PCB?","",""
"797608058582335508","localhero70","2022-03-05T15:46:21.9270000+01:00","Joined the server.","",""
"806511637892038717","vamatis","2022-03-05T15:47:15.5820000+01:00","Doesn't add that much","",""
"797608058582335508","localhero70","2022-03-05T15:49:41.4650000+01:00","","",""
"277097528716034050","merlin.shaw","2022-03-05T15:50:09.6970000+01:00","What are your thoughts on using the XT60 connectors to connect the main board to the hot plate PCB?  it would look cleaner than just bolting them together and have a better connection.","",""
"242480744658632714","guardians_projects","2022-03-05T15:51:32.1900000+01:00","For me it would depend on cost. If the XT60s are cheap. Im 110% on board","",""
"242480744658632714","guardians_projects","2022-03-05T15:51:34.5920000+01:00","Pun intended","",""
"277097528716034050","merlin.shaw","2022-03-05T15:55:15.0560000+01:00","Adds about $2 - https://www.amazon.com/XT60PW-Female-Connector-Adapter-Battery/dp/B07VRLQ2C5","",""
"277097528716034050","merlin.shaw","2022-03-05T16:06:29.9540000+01:00","This is what it would look like.  We could also use XT30's to connect the 2 boards,  They wouldn't be as strong but still provide 30amps and are only $1 for both sides -","https://cdn.discordapp.com/attachments/949124076142751777/949684335638880356/unknown.png?ex=6659e775&is=665895f5&hm=607b5af46dd0147f75c663527ecff0d91c09aac56a169ba03e71ad87c691e93e&",""
"806511637892038717","vamatis","2022-03-05T16:11:37.5040000+01:00","Problem with XT's is that they add a lot of height so you can't heat up just a small part of a big board. If we can put them and the components on the bottom side in like SMD fashion that would be perfect","",""
"806511637892038717","vamatis","2022-03-05T16:11:47.2260000+01:00","30's would be more than enough though","",""
"277097528716034050","merlin.shaw","2022-03-05T16:15:41.6290000+01:00","I agree @vamatis - The XT30's do look like they would be strong enough to hold the board together -","https://cdn.discordapp.com/attachments/949124076142751777/949686649485398086/unknown.png?ex=6659e99d&is=6658981d&hm=e5e3dbd27d9113e226988c66bd7313d12eb2d11c49630c50e304ea5f12b867c6&",""
"277097528716034050","merlin.shaw","2022-03-05T16:18:26.1900000+01:00","I can put together a mock up of using the STUSB4500 and also one of using the IP2721 for USB C PD","",""
"806511637892038717","vamatis","2022-03-05T16:19:19.2830000+01:00","I don't think they should be used to hold the boards .. just to pass the power","",""
"277097528716034050","merlin.shaw","2022-03-05T16:20:57.0120000+01:00","What do you think would work for holding the boards together? Clamping them with bolts would offset the boards by 1.6mm.","",""
"806511637892038717","vamatis","2022-03-05T16:24:13.2220000+01:00","Mounting them on something else?

Or maybe we could stack them one on top of each other","",""
"277097528716034050","merlin.shaw","2022-03-05T16:45:04.6730000+01:00","My thought is it will only have to be removed when replacing the hot plate PCB so using 50mm brackets with bolts on each side would hold it down securely","https://cdn.discordapp.com/attachments/949124076142751777/949694044328566835/unknown.png?ex=6659f080&is=66589f00&hm=aca42b8097ae94fd79dc03a53802e21369efe405705eaaa0a265b08212da0425&",""
"806511637892038717","vamatis","2022-03-05T16:46:28.0030000+01:00","Probably but I'm mostly trying to avoid having anything sticking out on the top side honestly so you can have bigger boards laid flat on the late","",""
"806511637892038717","vamatis","2022-03-05T16:46:31.1990000+01:00","Plate*","",""
"277097528716034050","merlin.shaw","2022-03-05T16:47:58.5730000+01:00","I gotcha, let me flip the XT30's to the other side","",""
"277097528716034050","merlin.shaw","2022-03-05T16:48:13.9060000+01:00","","https://cdn.discordapp.com/attachments/949124076142751777/949694837991567482/unknown.png?ex=6659f13d&is=66589fbd&hm=adb9172e6087e5380947587883a0f6c782c1cd7839c2638226289eeb53a81d92&",""
"277097528716034050","merlin.shaw","2022-03-05T16:50:59.9540000+01:00","@𝓖𝓾𝓪𝓻𝓭𝓲𝓪𝓷 - if we run 15 volts through the USB-C PD at 5 amps then we would be 75 watts.  The current components are only rated up to 18 volts so to use 20 volts from the USB-C PD, we could change some things around","",""
"242480744658632714","guardians_projects","2022-03-05T16:51:03.5430000+01:00","Keeping the board open and clutter free is desirable","",""
"242480744658632714","guardians_projects","2022-03-05T16:52:04.6150000+01:00","You would need to stick within what's available globally on 99% PSUs for USBc, but you could negotiate the current you need then do a current change after that circuit @Merlin.Shaw","",""
"242480744658632714","guardians_projects","2022-03-05T16:52:21.4470000+01:00","Design choices are very critical when using USBc with standards","",""
"242480744658632714","guardians_projects","2022-03-05T16:52:35.8520000+01:00","You always want to be within spec for power phase design","",""
"277097528716034050","merlin.shaw","2022-03-05T16:52:44.4930000+01:00","Agreed","",""
"242480744658632714","guardians_projects","2022-03-05T16:54:00.6730000+01:00","20v*5A is how most modern 100W USBc PSUs would handle that connection","",""
"242480744658632714","guardians_projects","2022-03-05T16:55:15.9400000+01:00","I start getting queasy when you have to supply a PSU to use with it because that apple 83W PSU. I have no idea if that would work","",""
"277097528716034050","merlin.shaw","2022-03-05T16:55:34.3410000+01:00","to maximize space on the top for larger boards or even larger PCB Hot Plates, what if we turned the main board into a large board that goes on the bottom with standoffs that connect up to the PCB Hot Plate.  This would also allow the hot plate to float in the air as it is going to get very hot.  😉","",""
"242480744658632714","guardians_projects","2022-03-05T16:55:53.7980000+01:00","No matter what, if we design a USBc model, we need to also provide a list of compatible PSUs","",""
"242480744658632714","guardians_projects","2022-03-05T16:55:58.9760000+01:00","Pinned a message.","",""
"242480744658632714","guardians_projects","2022-03-05T16:56:00.8740000+01:00","Work todo","",""
"242480744658632714","guardians_projects","2022-03-05T16:56:27.2460000+01:00","USBc Model and Compatible List of Working and Known working PSUs (100w)","",""
"242480744658632714","guardians_projects","2022-03-05T16:57:55.8910000+01:00","Is it possible to add jumpers to the PCB if you wanted to design it with USBc only? @Merlin.Shaw","",""
"277097528716034050","merlin.shaw","2022-03-05T16:58:35.4980000+01:00","What do you mean by Jumpers?  Are you talking about removing the DC Jack al together?","",""
"806511637892038717","vamatis","2022-03-05T16:58:42.7540000+01:00","Yep that's what I was thinking about","",""
"242480744658632714","guardians_projects","2022-03-05T16:59:09.5160000+01:00","I mean an option to remove that barrel jack entirely if we could yeah. I'm going to look over the PCB in more detail tonight","",""
"242480744658632714","guardians_projects","2022-03-05T16:59:22.2920000+01:00","I was thinking of leaving the mounting points though in case it was needed again","",""
"277097528716034050","merlin.shaw","2022-03-05T17:00:13.6380000+01:00","@vamatis - I think it would look nice to have a bottom plate with the circuity and a floating plate above it on standoffs that would be the hotplate, something like this -","https://cdn.discordapp.com/attachments/949124076142751777/949697856741191730/unknown.png?ex=66594b4d&is=6657f9cd&hm=0468aadefc4671e87faadd8405c8e6dee64d771ef1f38e603052b24af3695e98&",""
"242480744658632714","guardians_projects","2022-03-05T17:01:11.2450000+01:00","Selling them to be reusable is awesome! @Merlin.Shaw","",""
"277097528716034050","merlin.shaw","2022-03-05T17:01:26.1530000+01:00","I would vote to leave the pads for the DC Jack so the end user gets to decide what power source they would like to use.  I don't think a jumper would be needed either way.","",""
"242480744658632714","guardians_projects","2022-03-05T17:01:39.0380000+01:00","That's quite a bit of raw pcb? Would it be worth the cost?","",""
"242480744658632714","guardians_projects","2022-03-05T17:01:51.6740000+01:00","That's awesome to hear!","",""
"242480744658632714","guardians_projects","2022-03-05T17:02:01.0940000+01:00","Still pretty new to electronic design myself","",""
"242480744658632714","guardians_projects","2022-03-05T17:03:35.3050000+01:00","Also in consideration is being weary about changing the size of the Copper Traces and the total heat pattern and path. @Merlin.Shaw Should the heating components be on the hot side?","",""
"277097528716034050","merlin.shaw","2022-03-05T17:04:18.2280000+01:00","I don't plan on changing the copper traces at all, everything in the white box above would stay the exact same.","",""
"806511637892038717","vamatis","2022-03-05T17:04:30.9000000+01:00","Honestly I would simply keep the management PCB as small as possible and stack it under the other one. No need to add that much pck","",""
"806511637892038717","vamatis","2022-03-05T17:04:38.0970000+01:00","PCB*","",""
"277097528716034050","merlin.shaw","2022-03-05T17:05:59.3620000+01:00","Having a smaller PCB under the larger heat plate would make it more difficult to stand upright and not topple over.  The larger section should be on the bottom.","",""
"242480744658632714","guardians_projects","2022-03-05T17:06:29.1380000+01:00","Reducing the amount of PCB used goes directly into more mounting hardware needed to make the reusable design work","",""
"242480744658632714","guardians_projects","2022-03-05T17:06:48.3810000+01:00","Cost reduction is hard since you need to spend more one way or the next","",""
"277097528716034050","merlin.shaw","2022-03-05T17:08:22.5730000+01:00","I just uploaded the above picture exported gerbers into JLCPCB.com and 50 boards would cost $9.  So having extra PCB doesn't add very much cost at all, additional hardware for mounting would add more to the cost.","",""
"242480744658632714","guardians_projects","2022-03-05T17:09:35.0800000+01:00","Decent design choice @Merlin.Shaw","",""
"242480744658632714","guardians_projects","2022-03-05T17:10:05.5140000+01:00","Are there a really cheap set of brass or stainless screw spacers you could use at maybe 1in in length?","",""
"242480744658632714","guardians_projects","2022-03-05T17:10:57.3840000+01:00","","https://cdn.discordapp.com/attachments/949124076142751777/949700556610494464/unknown.png?ex=66594dd1&is=6657fc51&hm=04a9d5f8aff505ea911f0c57a5ef8ce16794af0529135d9584f12c5a2d868955&",""
"242480744658632714","guardians_projects","2022-03-05T17:11:00.4980000+01:00","Found these on the internet","",""
"242480744658632714","guardians_projects","2022-03-05T17:11:23.1680000+01:00","M2.5?","",""
"242480744658632714","guardians_projects","2022-03-05T17:11:32.4300000+01:00","Anyone have these in hand to compare?","",""
"277097528716034050","merlin.shaw","2022-03-05T17:12:06.6340000+01:00","The radius of M2 is tiny , I would do M4 or higher for mounting","",""
"242480744658632714","guardians_projects","2022-03-05T17:14:22.5910000+01:00","M4's are pretty cheap for bulk","",""
"277097528716034050","merlin.shaw","2022-03-05T17:14:32.3700000+01:00","I would pick M4-16 but it would also depend on the power connector as well, what height it would require","",""
"242480744658632714","guardians_projects","2022-03-05T17:15:26.3830000+01:00","4 short standoffs on bottom plate, 4 standoffs for the solder plate plate extension at decent height.","",""
"242480744658632714","guardians_projects","2022-03-05T17:15:59.3760000+01:00","Do you think 3 in the corner will work like on your concept?","",""
"277097528716034050","merlin.shaw","2022-03-05T17:16:49.5350000+01:00","I would do 4, one in each corner, I will have a model to display here in a bit","",""
"242480744658632714","guardians_projects","2022-03-05T17:17:19.4950000+01:00","","https://cdn.discordapp.com/attachments/949124076142751777/949702159467970640/unknown.png?ex=66594f4f&is=6657fdcf&hm=3986e63a99c2649825198d1beb93c16dbb8ee6fa5ba3e21b34b60c71ffb3df60&",""
"242480744658632714","guardians_projects","2022-03-05T17:17:26.5050000+01:00","Can you please add one here for the design XD","",""
"242480744658632714","guardians_projects","2022-03-05T17:17:32.7380000+01:00","My ocd","",""
"277097528716034050","merlin.shaw","2022-03-05T17:17:40.8520000+01:00","Sure","",""
"242480744658632714","guardians_projects","2022-03-05T17:18:03.0230000+01:00","Is the whole bottom pcb a little big?","",""
"242480744658632714","guardians_projects","2022-03-05T17:18:36.5480000+01:00","Or is it just me","",""
"277097528716034050","merlin.shaw","2022-03-05T17:18:41.5950000+01:00","It was a rough sketch I just through together, I will tighten everything up so there isn't excess PCB","",""
"242480744658632714","guardians_projects","2022-03-05T17:18:56.0260000+01:00","I'm so excited to have you here @Merlin.Shaw","",""
"242480744658632714","guardians_projects","2022-03-05T17:19:02.9610000+01:00","Let's put a smile on 1000's of engineers faces","",""
"559665967236513835","mikeandcows","2022-03-05T17:21:07.5670000+01:00","Joined the server.","",""
"806511637892038717","vamatis","2022-03-05T17:31:55.6340000+01:00","Depends on where you have them made also","",""
"806511637892038717","vamatis","2022-03-05T17:32:07.5720000+01:00","I always try to avoid Chinese manufacturing when I can","",""
"806511637892038717","vamatis","2022-03-05T17:32:13.8930000+01:00","So costs can rise up fast","",""
"242480744658632714","guardians_projects","2022-03-05T17:32:21.9340000+01:00","I found something amazing today in my shop. Radioshack components from 2008","",""
"242480744658632714","guardians_projects","2022-03-05T17:32:25.6260000+01:00","","https://cdn.discordapp.com/attachments/949124076142751777/949705960035868722/IMG_4008.jpg?ex=665952d9&is=66580159&hm=8befe70421abd912e54963f9d559d654464727a3480d3bfc63d112f8aed76f69&",""
"806511637892038717","vamatis","2022-03-05T17:33:47.4570000+01:00","Coool","",""
"277097528716034050","merlin.shaw","2022-03-05T17:50:51.1850000+01:00","Here is the bottom plate trimmed down to match the top plate","",""
"277097528716034050","merlin.shaw","2022-03-05T17:50:52.8400000+01:00","","https://cdn.discordapp.com/attachments/949124076142751777/949710604120248340/unknown.png?ex=6659572c&is=665805ac&hm=ddd19817a44cd05d9b2304e7740252ddb7e69ff572ca61802e3f5b4b2db3d2fc&",""
"277097528716034050","merlin.shaw","2022-03-05T17:55:28.6340000+01:00","and from the side -","https://cdn.discordapp.com/attachments/949124076142751777/949711760909291520/unknown.png?ex=66595840&is=665806c0&hm=8768ad5e9bb966178f4b7346562a95473abd61aa48b3fa64d56f2dad6dc849a5&",""
"242480744658632714","guardians_projects","2022-03-05T17:55:46.8190000+01:00","No way does this just work with the sizing","",""
"242480744658632714","guardians_projects","2022-03-05T17:55:50.5920000+01:00","Are you sure?","",""
"277097528716034050","merlin.shaw","2022-03-05T17:56:26.3770000+01:00","the mounting holes are all lined up exactly.  as for the height of the connector, those are just 3D models so I wouldn't want to pick the size of the standoffs until getting some in hand","",""
"277097528716034050","merlin.shaw","2022-03-05T17:57:22.9480000+01:00","","https://cdn.discordapp.com/attachments/949124076142751777/949712240389537853/unknown.png?ex=665958b2&is=66580732&hm=4f78e373aea69d4dcae7f082849a87649d69b8b06a36076d4971ed8689f6b55a&",""
"242480744658632714","guardians_projects","2022-03-05T18:05:48.8790000+01:00","Wouldn't you also want to order like 10 or so of these power plugs from 1 supplier and make sure they match your prototype plastic model?","",""
"242480744658632714","guardians_projects","2022-03-05T18:06:15.4260000+01:00","I'm also open to helping you find a steady supply of consistent ones","",""
"277097528716034050","merlin.shaw","2022-03-05T18:07:45.6710000+01:00","Yeah, I would want to use a caliper to get exact measurements of the Plastic so that the correct. I will most likely get them from here - https://www.andymark.com/products/xt30-2-pin-female-pcb-connector","",""
"242480744658632714","guardians_projects","2022-03-05T18:08:33.7070000+01:00","These do look durable enough to hold the task!","",""
